Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
The Iron Claw,2023,Sean Durkin,"['Zac Efron', 'Jeremy Allen White', 'Harris Dickinson', 'Stanley Simons', 'Holt McCallany', 'Maura Tierney', 'Lily James', 'Michael Harney', 'Aaron Dean Eisenberg', 'Kevin Anton', 'Scott Innes', 'Cazzey Louis Cereghino', 'Maxwell Tyler Friedman', 'Brady Pierce', 'Ryan Nemeth', 'Jim Gleason', 'Chavo Guerrero Jr.', 'Garrett Hammond', 'Michael Papajohn', 'Jullian Dulce Vida', 'Leo Franich', 'Sam Franich', 'Grady Wilson', 'Valentine Newcomer', 'Silas Mason', 'Devin Imbraguglio', 'James Beard', 'Kristina Kingston', 'Brian Hite', 'Chelsea Edmundson', 'Romeo Newcomer', 'Terry J. Nelson', ""Cassidy O'Reilly"", 'Brett Beoubay', 'Mike Dell', 'Timothy Hinrichs', 'Ernest Marsh', 'Dane Alexander Peplinski', 'Christina Michelle Williams', 'Ronnie Yelverton']",4.1,nan,"['History', 'Drama']",132,"['UK', 'USA']",English,['English'],"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s. Through tragedy and triumph, under the shadow of their domineering father and coach, the brothers seek larger-than-life immortality on the biggest stage in sports.","['A24', 'BBC Film', 'Access Entertainment', 'House Productions']",858584,187103,327826,9500,393,1144,1112,6526,10478,50076,97356,268480,159889,156037,751491,https://letterboxd.com/film/the-iron-claw-2023/,https://letterboxd.com/films/ajax/popular/this/year/
Bullet Train,2022,David Leitch,"['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson', 'Brian Tyree Henry', 'Andrew Koji', 'Hiroyuki Sanada', 'Michael Shannon', 'Bad Bunny', 'Sandra Bullock', 'Zazie Beetz', 'Logan Lerman', 'Masi Oka', 'Karen Fukuhara', 'Kevin Akiyoshi Ching', 'Minchi Murakami', 'Kaori Taketani', 'Toshitaka Katsumi', 'Jim Garrity', 'Emelina Adams', 'Jenson Cheng', 'Nobuaki Shimamoto', 'Yoshi Sudarso', 'Johanna Watts', 'Ian Martinez', 'Tania Verafield', 'Pancho Cardena', 'Julio Gabay', 'Andrea Muñoz', 'Nancy Daly', 'Arnold Chun', 'Naomi Matsuda', 'Benmio McCrea', 'Pasha D. Lychnikoff', 'Primus Johnson', 'Miles Marz', 'Michelle Lee', 'Parker Lin', 'Garland Scott', 'Jason Matthew Smith', 'Zooey Miyoshi', 'Kamil Aydin', 'David Leitch', 'Channing Tatum', 'Ryan Reynolds', 'RiRia']",3.56,nan,"['Thriller', 'Comedy', 'Action']",126,['USA'],English,"['English', 'Japanese', 'Russian', 'Spanish']","Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.","['87North Productions', 'Columbia Pictures']",1820704,181770,588113,11000,4517,14032,12962,57357,75636,255298,304687,410331,117127,154887,1406834,https://letterboxd.com/film/bullet-train/,https://letterboxd.com/films/ajax/popular/this/year/
Maria,2024,Pablo Larraín,"['Angelina Jolie', 'Pierfrancesco Favino', 'Alba Rohrwacher', 'Haluk Bilginer', 'Kodi Smit-McPhee', 'Stephen Ashfield', 'Valeria Golino', 'Caspar Phillipson', 'Lydia Koniordou', 'Vincent Macaigne', 'Aggelina Papadopoulou', 'Erofili Panagiotarea', 'Jörg Westphal', 'Philipp Droste', 'Alessandro Bressanello', 'Paul Spera', 'Kay Madsen', 'Lyes Salem', 'Christophe Favre', 'Hugo Dillon', 'Lidia Zelikmann Kauders', 'Toma Hrisztov', 'Botond Bartus', 'Rebecka Johnston', 'Lili Walters', 'Jeremy Wheeler', 'János Geréb', 'Andrew Hefler', 'Bálint Magyar', 'Patrick McCullough', 'Francis McBurney', 'Christiana Aloneftis', 'Miklós Béres', 'Lorena Santana-Somogyi', 'Tímea Kása', 'Kembe Sorel', 'András Sütö', 'Suzie Kennedy', 'Viktor Mitev', 'Maria Callas', 'Aristotle Onassis']",3.4,nan,"['Music', 'Drama']",123,"['Germany', 'Italy', 'USA']",English,"['English', 'Greek (modern)', 'Italian', 'Spanish']","Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity and life.","['The Apartment Pictures', 'Komplizen Film', 'Fabula']",46754,22268,11649,147,104,382,474,2196,3687,9545,8814,9068,2399,2708,39377,https://letterboxd.com/film/maria-2024/,https://letterboxd.com/films/ajax/popular/this/year/
No Country for Old Men,2007,"Joel Coen, Ethan Coen","['Javier Bardem', 'Tommy Lee Jones', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Eric Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Scott Flick', 'Albert Fry Jr.', 'Angelo Martinez', 'James Rishe', 'Elizabeth Slagsvol', 'Rachel Manera']",4.33,nan,"['Crime', 'Thriller', 'Drama']",122,['USA'],English,"['English', 'Spanish']","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","['Miramax', 'Paramount Vantage', 'Scott Rudin Productions', 'Mike Zoss Productions']",1888287,304411,686683,36000,1607,4336,2586,14792,15270,78945,113541,376783,276816,432651,1317327,https://letterboxd.com/film/no-country-for-old-men/,https://letterboxd.com/films/ajax/popular/this/year/
The Silence of the Lambs,1991,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Frankie Faison', 'Tracey Walter', 'Charles Napier', 'Danny Darst', 'Alex Coleman', 'Dan Butler', 'Paul Lazar', 'Ron Vawter', 'Roger Corman', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Maria Skorobogatov', 'Jeffrie Lane', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Adelle Lutz', 'Obba Babatundé', 'George Michael', 'Jim Dratfield', 'D. Stanton Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Chris Isaak', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Lamont Arnold', 'John Hall', 'Ted Monte', 'George A. Romero', 'John W. Iwanonkiw', 'Robert W. Castle', 'Chris McGinn', 'Gary Goetzman', 'Darla']",4.34,nan,"['Horror', 'Crime', 'Thriller', 'Drama']",119,['USA'],English,['English'],"Clarice Starling is a top student at the FBI's training academy. Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.","['Orion Pictures', 'Strong Heart']",2813606,405718,1083373,51000,1243,3284,1854,14243,13979,112216,139154,547387,336001,663097,1832458,https://letterboxd.com/film/the-silence-of-the-lambs/,https://letterboxd.com/films/ajax/popular/this/year/
No Hard Feelings,2023,Gene Stupnitsky,"['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti', 'Natalie Morales', 'Matthew Broderick', 'Scott MacArthur', 'Ebon Moss-Bachrach', 'Kyle Mooney', 'Hasan Minhaj', 'Jordan Mendoza', 'Amalia Yoo', 'Alysia Joy Powell', 'Quincy Dunn-Baker', 'Matthew Noszka', 'Zahn McClarnon', 'Madison Odenborg', 'Achi Miller', 'Christian Galvis', 'Matt Walton', 'Christina Catechis', 'Christopher Bailey', 'Eason Rytter', 'Abigail Hupp', 'Jacob Augustin', 'Brendan Kispert', 'Ethan Metz', 'Alaina Surgener', 'Sejal Joshi', 'Victor Verhaeghe', ""Kelley Rae O'Donnell"", 'Katie Johantgen', 'Ari Frenkel', 'Luca Padovan', 'John DeMari', 'Grant Harrison Mateo', 'Madison McBride', 'Ben Heineman', 'Julia DeMoura Braine', 'Sophie Tananbaum', 'Melissa Lehman', 'Isabelle Fisher', 'Roman Caposino', 'Brian Calì', 'Leo Easton Kelly', 'Darren Valinotti', 'Alex Tomais', 'Earl Rose']",3.03,nan,"['Comedy', 'Romance']",104,['USA'],English,"['English', 'Portuguese', 'Spanish']","On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.","['Excellent Cadaver', 'Odenkirk Provissiero Entertainment', 'Columbia Pictures', 'Saks Picture Company']",1221983,130574,253736,768,8729,21536,20745,81200,105325,288353,202727,161828,26857,46353,963653,https://letterboxd.com/film/no-hard-feelings-2023/,https://letterboxd.com/films/ajax/popular/this/year/
Zodiac,2007,David Fincher,"['Jake Gyllenhaal', 'Mark Ruffalo', 'Anthony Edwards', 'Robert Downey Jr.', 'Chloë Sevigny', 'Elias Koteas', 'John Carroll Lynch', 'Brian Cox', 'Dermot Mulroney', 'Charles Fleischer', 'Zach Grenier', 'Philip Baker Hall', 'James Le Gros', 'Donal Logue', 'Richmond Arquette', 'Bob Stephenson', 'John Lacy', 'Ed Setrakian', 'John Getz', 'John Terry', 'Candy Clark', 'June Diane Raphael', 'Ciara Hughes', 'Lee Norris', 'Patrick Scott Lewis', 'Pell James', 'David Lee Smith', 'Jason Wiles', 'Charles Schneider', 'James Carraway', 'Tom Verica', 'Jimmi Simpson', 'Doan Ly', 'Karina Logue', 'Joel Bissonnette', 'John Mahon', 'Matt Winston', 'Jules Bruff', 'John Ennis', 'J. Patrick McCormack', 'Adam Goldberg', 'Clea DuVall', 'Paul Schulze', 'Adam Trese', 'Penny Wallace', 'John Hemphill', 'Michel Francoeur', 'Thomas Kopache', 'Barry Livingston', 'Christopher John Fields', 'Jack Samson', 'Micah Sauers', 'Zachary Sauers', 'Jessica Baltutis', 'Peter Quartaroli', 'Geoff Callan', 'Michael Hungerford', 'Anna Katarina', 'E.P. McKnight', 'Betty Murphy', 'Jeff Daniel Phillips', 'Shane Woodson', 'Cookie Crawford', 'Cassius M. Willis', 'Judith Drake', 'Phoebe Holston', 'Marty Lodge', 'Cooper Thornton', 'Cazimir Milostan', 'Charlotte Ferguson', 'Phoebe Ferguson', 'Kacey Malmsten', 'Karly Malmsten', 'JD Cullum', 'Stanley B. Herman', 'Roy Lee Jones', 'Michael Rose', ""James Joseph O'Neil"", 'Rod Damer', 'John Sarno', 'Gloria Grant', 'Brett Rickaby', 'M.F. Bernier', 'Carter Evans', 'Bill Seward', 'Dave Nemeth', 'Ted Garcia', 'Greg Wolf', 'Barry LeBrock', 'Ione Skye', 'David Winston Barge', 'Hayati Akbas', 'Brad Carr', 'Mitchell Fink', 'Erica Ford', 'Tish Hicks', 'Danielle McKee', 'Derris Nile', 'Carmen Plumb', 'Callie Thompson', 'Bud Davis']",4.02,nan,"['Drama', 'Crime', 'Thriller', 'Mystery']",157,['USA'],English,['English'],"The zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.","['Paramount Pictures', 'Warner Bros. Pictures', 'Phoenix Pictures']",1834651,248257,553268,14000,1271,4274,3141,21300,24871,134980,181956,432874,190054,212102,1206823,https://letterboxd.com/film/zodiac/,https://letterboxd.com/films/ajax/popular/this/year/
MaXXXine,2024,Ti West,"['Mia Goth', 'Elizabeth Debicki', 'Moses Sumney', 'Michelle Monaghan', 'Bobby Cannavale', 'Halsey', 'Lily Collins', 'Giancarlo Esposito', 'Kevin Bacon', 'Charley Rowan McCain', 'Simon Prast', 'Deborah Geffner', 'Daniel Lench', 'Chloe Farnworth', 'Brad Swanick', 'Uli Latukefu', 'Susan Pingleton', 'Zachary Mooren', 'Ned Vaughn', 'Marcus LaVoi', 'Sophie Thatcher', 'Albert Kong', 'Toby Huss', 'Taylor Kowalski', 'Pegah Rashti', 'Larry Fessenden', 'Marlyn Ortiz', 'Alison Wonderland', 'Kristin Carey', 'Cecilia Yesuil Kim', 'Clayton Farris', 'Melissa Kaye Bontempt', 'Allen Waiserman']",3.1,nan,"['Horror', 'Mystery']",104,['USA'],English,['English'],"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.","['A24', 'Motel Mojave', 'Access Entertainment']",662629,150716,169843,1900,2828,9022,12450,50595,74115,155033,114157,97888,23003,37672,576763,https://letterboxd.com/film/maxxxine/,https://letterboxd.com/films/ajax/popular/this/year/
My Fault,2023,Domingo González,"['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez', 'Eva Ruiz', 'Víctor Varona', 'Fran Berenguer', 'Adriana Ubani', 'Ivan Massagué', 'Mariano Venancio', 'Jaime Ordóñez', 'Jaime Gutiérrez', 'Anastasia Russo', 'Noah Casas', 'Daniel Martínez', 'Pablo Riguero', 'Eve Ryan', 'Lucas Nabor', 'Antonio Hernández Fimia', 'Paloma Catalán', 'Rocío Peláez', 'Jon Rod', 'Mariano Andres', 'Jonatan Ruiz', 'Mónica Caballero', 'Álvaro Navarro']",2.31,nan,"['Romance', 'Drama']",117,['Spain'],Spanish,['Spanish'],"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","['Pokeepsie Films', 'Amazon Studios']",174661,15392,26868,1200,13227,14924,9922,20002,14224,23011,11010,14320,3540,13248,137428,https://letterboxd.com/film/my-fault/,https://letterboxd.com/films/ajax/popular/this/year/
Ready or Not,2019,"Matt Bettinelli-Olpin, Tyler Gillett","['Samara Weaving', 'Adam Brody', ""Mark O'Brien"", 'Henry Czerny', 'Andie MacDowell', 'Melanie Scrofano', 'Kristian Bruun', 'Elyse Levesque', 'Nicky Guadagni', 'John Ralston', 'Liam MacDonald', 'Ethan Tavares', 'Hanneke Talbot', 'Celine Tsai', 'Daniela Barbosa', 'Chase Churchill', 'Etienne Kellici', 'Andrew Anthony', 'Elana Dunkelman', 'Kate Ziegler', 'James Eddy', 'Adam Winlove-Smith', 'Alicia Richardson', 'Nat Faxon', 'Guy Busick', 'R. Christopher Murphy', 'James Vanderbilt']",3.53,nan,"['Comedy', 'Horror']",95,['USA'],English,['English'],A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-in-seek.,"['Mythology Entertainment', 'Vinson Films', 'Fox Searchlight Pictures', 'Radio Silence Productions']",983856,163291,289298,5100,2339,6241,6830,28266,41581,142091,166154,209178,54315,81837,738832,https://letterboxd.com/film/ready-or-not-2019/,https://letterboxd.com/films/ajax/popular/this/year/
