Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
Godzilla: King of the Monsters,2019,Michael Dougherty,"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Ken Watanabe', 'Zhang Ziyi', 'Bradley Whitford', 'Sally Hawkins', 'Charles Dance', 'Thomas Middleditch', 'Aisha Hinds', ""O'Shea Jackson Jr."", 'David Strathairn', 'Anthony Ramos', 'Elizabeth Faith Ludlow', 'Jonathan Howard', 'CCH Pounder', 'Joe Morton', 'Randy Havens', 'Lyle Brocato', 'Jimmy Gonzales', 'T. C. Matherne', 'Kenneth Israel', 'Justice Leak', 'Al Vicente', 'Rose Bianco', 'Gabriel L. Silva', 'Skylar Denney', 'Kelli Garner', 'Tyler Crumley', 'Show All…', 'Lexi Rabe', 'Zac Zedalis', 'Tracie Garrison', 'Natalie Shaheen', ""Jesse O'Neill"", 'Joshua Leary', 'Vince Foster', 'Shauna Rappold', 'Fiona Hardingham', 'Orelon Sidney', 'Paul Ryden', 'Laurie Dhue', 'Kevin Shinick', 'Seth Green', 'Eli Roth', 'T. J. Storm', 'Jason Liles', 'Alan Maxson', 'Richard Dorton', 'John Jacob Anderson', 'James William Ballard', 'Joey Beni', 'Gerardo Bosco', 'DuRa Brown', 'Cameron Brumbelow', 'Madeline Brumby', 'John David Bulla', 'Hans Bush', 'Marko Caka', 'Andrea Antonio Canal', 'Timothy Carr', 'Lucie Carroll', 'Greg Clarkson', 'Mitch Craft', 'Leon Croom', 'Rob Crowe', 'Michael Dougherty', 'Daejahnna Downer', 'Robin Dyke', 'Justine Edwards', 'Frank Forke', 'Fred Galle', 'Tahseen Ghauri', 'Christopher Bryan Gomez', 'Clare Grant', 'Anthony B. Harris', 'Kasia Hart', 'Cecil M. Henry', 'Maxwell Highsmith', 'Mallory Hoff', 'Miguel Insignares', 'Omar Isaacs', 'Alex Javo', 'Brian Kayode-Patrick Johnson', 'Deedra Jordan', 'Cameron James Khan', 'Tony Koschmann', 'Emily Lamb', 'Alison Linkov', 'Andrea Maiuro', 'Van Marten', 'Shaun McLane', 'Shaun McMillan', 'Timothy D. Montjoy', 'Roger K. Moore', 'Tony Morgan', 'Sherod Morrison', 'Stephen Moyer', 'Walker Peterson', 'Leiloni Arrie Pharms', 'Mason Pike', 'Beverly Provost', 'Sasha Rionda', 'Diana Rombola', 'Andres Salgado', 'Patti Schellhaas', 'Zach Shields', 'Beverley Simmons', 'Max Soliz', 'Shawn South', 'James Sterling', 'Thomas W. Stewart', 'Joey Thurmond', 'Robert Tinsley', 'Miguel Angel Varela Fimbres', 'Laurel O Wagner', 'Aaron Walsh', 'Buddy Watkins', 'Benjamin Weaver', 'Jamie Wedel', 'Michael David Yuhl', 'Aaron Taylor-Johnson', 'Bryan Cranston']",nan,2.79,https://letterboxd.com//film/godzilla-king-of-the-monsters-2019/
Parasite,2019,Bong Joon-ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Chang Hyae-jin', 'Park Myung-hoon', 'Jung Ji-so', 'Jung Hyeon-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Cho Jae-myung', 'Jeong Ik-han', 'Kim Gyu-baek', 'Ahn Seong-bong', 'Yoon Young-woo', 'Park Jae-wook', 'Lee Dong-yong', 'Jeon Eun-mi', 'Kim Geon', 'Lee Joo-hyung', 'Lee Ji-hye', 'Kim Bo-ryeong', 'Park Hye-sook', 'Baek Seung-hwan', 'Riccardo Ferraresso', 'Ko Kwan-jae', 'Lee Si-hoon', 'Show All…', 'Seo Bok-hyeon', 'Shim Soo-mi', 'Yoon Hye-ree', 'Andreas Fronk', 'Anna Elisabeth Rihlmann', 'Rosie Peralta', 'Shin Seung-min', 'Park Seo-jun', 'Kwak Sin-ae']",5,4.6,https://letterboxd.com//film/parasite-2019/
Portrait of a Lady on Fire,2019,Céline Sciamma,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou', 'Michèle Clément', 'Cécile Morel']",4.5,4.43,https://letterboxd.com//film/portrait-of-a-lady-on-fire/
The Lighthouse,2019,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts']",4.5,4.07,https://letterboxd.com//film/the-lighthouse-2019/
Rocketman,2019,Dexter Fletcher,"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard', 'Gemma Jones', 'Stephen Graham', 'Steven Mackintosh', 'Tate Donovan', 'Charlie Rowe', 'Tom Bennett', 'Matthew Illesley', 'Kit Connor', 'Ophelia Lovibond', 'Rachel Muldoon', 'Celinde Schoenmaker', 'Harriet Walter', 'Jason Pennycooke', 'Jimmy Vee', 'Sharon D. Clarke', 'Evan Walsh', ""Peter O'Hanlon"", 'Ross Farrelly', 'Sharmina Harrower', 'Aston McAuley', 'Alexia Khadime', 'Carl Spencer', 'Leon Delroy Williams', 'David Doyle', 'Dickon Tolson', 'Show All…', 'Leigh Francis', 'Graham Fletcher-Cook', 'Sian Crisp', 'Guillermo Bedward', 'Max Mackintosh', 'Charles Armstrong', 'Barbara Drennan', 'Leon Cooke', 'Micah Holmes', 'Diana Alexandra Pocol', 'Layton Williams', 'Bern Collaço', 'Janice Cooke-Leonard', 'Laura Obiols']",4,3.68,https://letterboxd.com//film/rocketman-2019/
John Wick: Chapter 3 - Parabellum,2019,Chad Stahelski,"['Keanu Reeves', 'Halle Berry', 'Laurence Fishburne', 'Mark Dacascos', 'Asia Kate Dillon', 'Lance Reddick', 'Anjelica Huston', 'Ian McShane', 'Tobias Segal', 'Saïd Taghmaoui', 'Jerome Flynn', 'Randall Duk Kim', 'Margaret Daly', 'Robin Lord Taylor', 'Susan Blommaert', 'Jason Mantzoukas', 'Cecep Arif Rahman', 'Yayan Ruhian', 'Roger Yuan', 'Tiger Hu Chen', 'Boban Marjanović', 'Unity Phelan', 'Andrea Sooch', 'Sergio Delavicci', 'Tiler Peck', 'Baily Jones', 'India Bradley', 'Olivia MacKinnon', 'Sarah Villwock', 'Show All…', 'Eliza Blutt', 'Harrison Coll', 'Maxim Beloserkovsky', 'Charles Askegard', 'Stefaniya Makarova', 'Jeff G. Waxman', 'Aïssam Bouali', 'Mustapha Adidou', 'Alexey Golousenko', 'Arjon Bashiri', 'Chris TDL', 'Ahmed Adel', 'Kadrolsha Ona Carole']",3.5,3.7,https://letterboxd.com//film/john-wick-chapter-3-parabellum/
Chernobyl,2019,Johan Renck,"['Jared Harris', 'Stellan Skarsgård', 'Emily Watson', 'Paul Ritter', 'Jessie Buckley', 'Adam Nagaitis', 'Sam Troughton', 'Robert Emms', ""Con O'Neill"", 'Adrian Rawlins', 'Alan Williams', 'David Dencik', 'Mark Lewis Jones', 'Ralph Ineson', 'Barry Keoghan', 'Alex Ferns', 'Fares Fares', 'Michael McElhatton']",4.5,4.5,https://letterboxd.com//film/chernobyl/
Avengers: Endgame,2019,"Anthony Russo, Joe Russo","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Paul Rudd', 'Chadwick Boseman', 'Benedict Cumberbatch', 'Brie Larson', 'Tom Holland', 'Karen Gillan', 'Zoe Saldana', 'Evangeline Lilly', 'Tessa Thompson', 'Rene Russo', 'Elizabeth Olsen', 'Anthony Mackie', 'Sebastian Stan', 'Tom Hiddleston', 'Danai Gurira', 'Benedict Wong', 'Pom Klementieff', 'Dave Bautista', 'Letitia Wright', 'John Slattery', 'Tilda Swinton', 'Cobie Smulders', 'Show All…', 'Jon Favreau', 'Hayley Atwell', 'Natalie Portman', 'Marisa Tomei', 'Taika Waititi', 'Angela Bassett', 'Michael Douglas', 'Michelle Pfeiffer', 'William Hurt', 'Vin Diesel', 'Bradley Cooper', 'Robert Redford', 'Gwyneth Paltrow', 'Chris Pratt', 'Samuel L. Jackson', 'Josh Brolin', 'Emma Fuhrmann', 'Sean Gunn', 'Winston Duke', 'Linda Cardellini', 'Maximiliano Hernández', 'Frank Grillo', 'Hiroyuki Sanada', 'Tom Vaughan-Lawlor', ""James D'Arcy"", 'Jacob Batalon', 'Lexi Rabe', 'Ross Marquand', 'Joe Russo', 'Michael James Shaw', 'Terry Notary', 'Kerry Condon', 'Ben Sakamoto', 'Ava Russo', 'Cade Woodward', 'Stan Lee', 'Yvette Nicole Brown', 'Callan Mulvey', 'Lia Russo', 'Julian Russo', 'Taylor Patterson', 'Agostino Rosalina', 'Ken Jeong', 'Ty Simpkins', 'Jackson A. Dunn', 'Lee Moore', 'Bazlo LeClair', 'Loen LeClair', 'John Michael Morris', 'Michael A. Cook', 'Brent McGee', 'Brian Schaeffer', 'Jamie Wedel', 'Anthony G Breed', 'Erica Ribley', 'Monique Ganderton', 'Jim Starlin', 'Jimmy Ray Pickens', 'Hye Jin Jang', 'Russell Bobbitt', 'Jack Champion', 'Sam Hargrave', 'Patrick Gorman', 'Aaron Lazar', 'Robert Pralgo', 'Tom Wisdom', 'John Posey', 'Ameenah Kaplan', 'Olaniyan Thurmon', 'Jennifer Elmore', 'Mike Lutz']",3,3.9,https://letterboxd.com//film/avengers-endgame/
The Highwaymen,2019,John Lee Hancock,"['Kevin Costner', 'Woody Harrelson', 'Kathy Bates', 'John Carroll Lynch', 'Thomas Mann', 'Dean Denton', 'Kim Dickens', 'William Sadler', 'W. Earl Brown', 'David Furr', 'Jason Davis', 'Josh Caras', 'David Born', 'Brian F. Durkin', 'Kaley Wheless', 'Alex Elder', 'Emily Brobst', 'Edward Bossert', 'Jake Dashnaw', 'Jane McNeill', 'Karson Kern', 'Jesse C. Boyd', 'Kevin Sangston', 'Robert Bryan Davis', 'Luray Cooper', 'Johnny McPhail', 'Silas Cooper', 'Jeff Pope', 'Arvin Combs', 'Show All…', 'Joe Knezevich', 'Billy Slaughter', ""Brandon O'Dell"", 'Dean J. West', 'Don Stallings', 'David Dwyer', 'Steve Vernon', 'Carter Maharrey', 'Justin Smith', 'Cullen Moss', 'Alan Wells', 'Josh Ventura', 'Michael Draper', 'Timothy T. McKinney', 'Luke Loveless', 'Allen Lopez', 'Ian Pitre', 'Billy 4 Johnston', 'Izzy G.', 'Savanna Renee', 'Mitch Eakins', 'Matthew Paul Martinez', 'Todd Barnett', 'Troy Anthony Hogan', 'Taj Marqui Paul', 'Russell L. Welch III', 'Nicolas J. Lefebvre', 'Stephen L. Kelly', 'Robert E. Streeck', 'Donald Robert Mohr', 'Brad Napp', 'Sophia Silver', 'Lynden Orr', 'Makani Ravello', 'Samantha Hunter Ogan', 'Mikey Kelley', 'Leigh Anne Tuohy', 'Collins Tuohy', 'Teddy Orr', 'Skip Stellrecht', 'Jon Briddell', 'David Zyler']",3,3.08,https://letterboxd.com//film/the-highwaymen/
Us,2019,Jordan Peele,"[""Lupita Nyong'o"", 'Winston Duke', 'Shahadi Wright Joseph', 'Evan Alex', 'Tim Heidecker', 'Elisabeth Moss', 'Cali Sheldon', 'Noelle Sheldon', 'Yahya Abdul-Mateen II', 'Anna Diop', 'Madison Curry', 'Duke Nicholson', 'Napiera Groves', 'Kara Hayward', 'Lon Gowan', 'Alan Frazier', 'Dustin Ybarra', 'Nathan Harrington', 'Darrel Cherney', 'James Cobb', 'Alessandro Garcia', 'David M Sandoval Jr.', 'Ashley McKoy', 'Jordan Peele']",2.5,3.71,https://letterboxd.com//film/us-2019/
The Peanut Butter Falcon,2019,"Tyler Nilson, Michael Schwartz","['Shia LaBeouf', 'Zack Gottsagen', 'Dakota Johnson', 'Thomas Haden Church', 'John Hawkes', 'Bruce Dern', 'Jon Bernthal', 'Yelawolf', 'Wayne Dehart', 'Aurelian Smith Jr.', 'Mick Foley', 'Ann Owens', 'Rob Thomas', 'Tim Zajaros', 'Jonathan D. Williams', 'Deja Dee', 'Lee Spencer', 'Mark Helms', 'Michael Berthold', 'Bruce Henderson', 'Susan McPhail', 'Anthony Harvey', 'Christopher Higgins', 'Eric Dees']",3.5,3.85,https://letterboxd.com//film/the-peanut-butter-falcon/
Alita: Battle Angel,2019,Robert Rodriguez,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein', 'Jackie Earle Haley', 'Keean Johnson', 'Lana Condor', 'Jorge Lendeborg Jr.', 'Eiza González', 'Jeff Fahey', 'Idara Victor', 'Rick Yune', 'Derek Mears', 'Leonard Wu', 'Racer Rodriguez', 'Marko Zaror', 'Hugo Perez', 'Casper Van Dien', 'Billy Blair', 'Jamie Landau', 'Dimitrius Pulido', 'Patrick Gathron', 'Elle LaMont', 'Alex Livinalli', 'Neal Kodinsky', 'Anthony Bandmann', 'Alan Nguyen', 'Sam Medina', 'Show All…', 'Tod Junker', 'John Wirt', 'Darcel Danielle', 'Emma Lindsey', 'Garrett Warren', 'Tony LaThanh', 'Jorge A. Jimenez', 'Vincent Fuentes', 'Ibrahima Thiam', 'Paul de Sousa', 'Gregg Berger', 'David Sobolov', 'Jeff Bottoms', 'Michelle Rodriguez', 'Jai Courtney', 'Edward Norton', 'Gene Cervenka', 'Joshua Gonzalez']",3,3.2,https://letterboxd.com//film/alita-battle-angel/
The Lego Movie 2: The Second Part,2019,Mike Mitchell,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett', 'Tiffany Haddish', 'Stephanie Beatriz', 'Charlie Day', 'Alison Brie', 'Nick Offerman', 'Maya Rudolph', 'Will Ferrell', 'Jadon Sand', 'Brooklynn Prince', 'Richard Ayoade', 'Channing Tatum', 'Jonah Hill', 'Cobie Smulders', 'Jason Momoa', 'Margot Rubin', 'Ike Barinholtz', 'Ralph Fiennes', 'Will Forte', 'Bruce Willis', 'Ben Schwartz', 'Jimmy O. Yang', 'Noel Fielding', 'Jorma Taccone', 'Gary Payton', 'Sheryl Swoopes', 'Trisha Gum', 'Show All…', 'Todd Hansen', 'Doug Nicholas', 'Mike Mitchell', 'Christopher Miller', 'Emily Nordwind', 'Chris McKay', 'Ralph Halprin', 'Graham Miller', 'Liam Knight', 'Emmett Mitchell', 'Sawyer D. Jones', 'Cora Miller', 'Ollie Mitchell', 'Ryan Halprin', 'Lauren White']",nan,3.19,https://letterboxd.com//film/the-lego-movie-2-the-second-part/
Glass,2019,M. Night Shyamalan,"['James McAvoy', 'Bruce Willis', 'Anya Taylor-Joy', 'Sarah Paulson', 'Samuel L. Jackson', 'William Turner', 'Johnny Hiram Jamison', 'Owen Vitullo', 'Colin Becker', 'Spencer Treat Clark', 'Charlayne Woodard', 'Luke Kirby', 'Adam David Thompson', 'M. Night Shyamalan', 'Shannon Destiny Ryan', 'Diana Silvers', 'Nina Wisner', 'Kyli Zion', 'Rosemary Howard', 'Bryan McElroy', 'Serge Didenko', 'Russell Posner', 'Kimberly S. Fairbanks', 'Leslie Stefanson', 'Marc H. Glick', 'Brick Mason', 'Bostin Christopher', 'Ukee Washington', 'Brian Anthony Wilson', 'Show All…', 'Tobias Segal', 'Joseph Thuet', 'Tatiana St. Phard', 'Tom DiNardo', 'Timothy Chivalette', 'Jack McCafferty', 'Darby Schlosser', 'Jordan Coker', 'Emma Hong', 'Xaiver Gerald', 'Tim Duquette', 'Nathan Nauroth', 'Ana Leonard']",3,2.97,https://letterboxd.com//film/glass-2019/
Black Mirror: Bandersnatch,2018,David Slade,"['Fionn Whitehead', 'Craig Parkinson', 'Alice Lowe', 'Will Poulter', 'Asim Chaudhry', 'Tallulah Haddon', 'Alan Asaad', 'Catriona Knox', 'Paul Bradley', 'Jonathan Aris', 'A.J. Houghton', 'Fleur Keith', 'Laura Evelyn', 'Suzanne Burden', 'Jeff Minter', 'Rochenda Sandall']",nan,3.2,https://letterboxd.com//film/black-mirror-bandersnatch/
Spider-Man: Into the Spider-Verse,2018,"Rodney Rothman, Peter Ramsey","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry', 'Lily Tomlin', 'Lauren Vélez', 'Zoë Kravitz', 'John Mulaney', 'Kimiko Glenn', 'Nicolas Cage', 'Kathryn Hahn', 'Liev Schreiber', 'Chris Pine', 'Natalie Morales', 'Edwin H. Bravo', 'Oscar Isaac', 'Greta Lee', 'Stan Lee', 'Jorma Taccone', 'Joaquín Cosío', ""Marvin 'Krondon' Jones III"", 'Kim Yarbrough', 'Lake Bell', 'Jessica Mikayla Adams', 'Gredel Berrios Calladine', 'Sarah D. Cole', 'Kelby Joseph', 'Mimi Davila', 'Show All…', 'Claudia Choi', 'Melanie Haynes', 'Joseph Izzo', 'Nick Jaine', 'Muneeb Rehman', 'Carlos Zaragoza', 'Post Malone', 'David Applebee', 'Juan Carlos Arvelo', 'Adam Brown', 'Jon Bruno', 'Darcy Rose Byrnes', 'Oscar Camacho', 'June Christopher', 'Alycia Cooper', 'Michelle Jubilee Gonzalez', 'Terrence Hardy Jr.', 'Bridget Hoffman', 'Rif Hutton', 'Miguel Jiron', 'Harrison Knight', 'Lex Lang', 'Donna Lynn Leavy', 'Andrew Leviton', 'Caitlin McKenna-Wilkinson', 'Scott Menville', 'Christopher Miller', 'Arthur Ortiz', 'Juan Pacheco', 'Devika Parikh', ""Shakira Ja'nai Paye"", 'Courtney Peldon', 'Chrystee Pharris', 'Jacqueline Pinol', 'Juan Pope', 'Al Rodrigo', 'Joseph Sanfelippo', 'Justin Shenkarow', 'Dennis Singletary', 'Warren Sroka', 'Melissa Sturm', 'Holly Walker', 'Jason Linere-White', 'Ruby Zalduondo', 'Ruth Zalduondo', 'Cliff Robertson']",5,4.43,https://letterboxd.com//film/spider-man-into-the-spider-verse/
Fantastic Beasts: The Crimes of Grindelwald,2018,David Yates,"['Eddie Redmayne', 'Katherine Waterston', 'Alison Sudol', 'Johnny Depp', 'Jude Law', 'Dan Fogler', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim', 'Carmen Ejogo', 'Jessica Williams', 'William Nadylam', 'Ingvar Eggert Sigurðsson', 'Ólafur Darri Ólafsson', 'Kevin Guthrie', 'Brontis Jodorowsky', 'Derek Riddell', 'David Sakurai', 'Fiona Glascott', 'Wolf Roth', 'Victoria Yeates', 'Poppy Corby-Tuech', 'Cornell John', 'Sabine Crossen', 'Claudius Peters', 'Bart Soroczynski', 'Danielle Hugues', 'Alfie Simmons', 'Show All…', 'Isaac Cortinovis Johnson', 'Olivia Popica', 'Alfie Mailley', 'Simon Wan', 'Morrison Thomas', 'Andrew Turner', 'Linda Santiago', 'Alfrun Rose', 'Maja Bloom', 'Olwen Fouéré', 'Simon Meacock', 'David Wilmot', 'Ed Gaughan', 'Jamie Campbell Bower', 'Toby Regbo', 'Hugh Quarshie', 'Isaura Barbé-Brown', 'Keith Chanter', 'Jemima Woolnough', 'Hollie Burgess', 'Thea Lamb', 'Joshua Shea', 'Isaac Domingos', 'Ruby Woolfenden', 'Johanna Thea', 'Liv Hansen', 'Israel Ruiz', 'Jag Patel', 'Tahir Burhan', 'Deepak Anand', 'Alexandra Ford', 'Andrew Blackall', 'Christopher Birks', 'Phil Hodges', 'Michael Haydon', 'Tim Ingall', 'Stephen McDade', 'Jeremy Oliver', 'Dave Simon', 'Jason Redshaw', 'Callum Forman', 'Ryan Hannaford', 'Donna Preston', 'Nasir Jama', 'Aykut Hilmi', 'Natalie Lauren', 'Deano Bugatti', 'Bernardo Santos', 'Connor Wolf', 'Sean Gislingham', 'Adrian Wheeler', 'Andy Summers', 'Al Clark', 'Francesca Hayward']",1.5,2.67,https://letterboxd.com//film/fantastic-beasts-the-crimes-of-grindelwald/
Ralph Breaks the Internet,2018,"Rich Moore, Phil Johnston","['John C. Reilly', 'Sarah Silverman', 'Gal Gadot', 'Taraji P. Henson', 'Jack McBrayer', 'Jane Lynch', 'Alan Tudyk', 'Alfred Molina', ""Ed O'Neill"", 'Melissa Villaseñor', 'Bill Hader', 'John DiMaggio', 'Irene Bedard', 'Kristen Bell', ""Auli'i Cravalho"", 'Jodi Benson', 'Jennifer Hale', 'Kate Higgins', 'Linda Larkin', 'Kelly Macdonald', 'Idina Menzel', 'Mandy Moore', ""Paige O'Hara"", 'Pamela Ribon', 'Anika Noni Rose', 'Ming-Na Wen', 'Roger Craig Smith', 'Maurice LaMarche', 'Brad Garrett', 'Show All…', 'Anthony Daniels', 'Tim Allen', 'Vin Diesel', 'Sean Giambrone', 'Jaboukie Young-White', 'Flula Borg', 'Ali Wong', 'Timothy Simons', 'Glozell Green', 'Hamish Blake', 'Rich Moore', 'Phil Johnston', 'Colleen Ballinger', 'Dani Fernandez', 'Tiffany Herrera', 'Horatio Sanz', 'Rebecca Wisocky', 'Sam Richardson', 'Katie Lowes', 'Alex Moffat', 'June Squibb', 'Della Saba', 'Michaela Zee', 'Jamie Elman', 'Ana Ortiz', 'Dianna Agron', 'Jason Mantzoukas', 'Raymond S. Persi', 'Fuschia!', 'Corey Burton', 'Jason Hightower', 'Brian Curless', 'Ann Barry Colgin', 'Viveca Paulin', 'Michael Giacchino', 'Kevin Deters', 'Jeremy Milton', 'Jesse Averna', 'Nicole Scherzinger', 'Brittany Kikuchi', 'Olivier Bénard', 'Ben McKee', 'Daniel ""Z"" Platzman', 'Dan Reynolds', 'Wayne Sermon', 'Mark Rhino Smith', 'Kent Boyd', 'Rachel Crow', 'Jenica Bergere', 'John Lavelle', 'Josie Trinidad', 'Ruth Strother', 'Elise Aliberti', 'Maddix Robinson', 'Bradford Simonsen', 'Fabienne Rawley']",3,3.16,https://letterboxd.com//film/ralph-breaks-the-internet/
Bohemian Rhapsody,2018,Bryan Singer,"['Rami Malek', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Lucy Boynton', 'Aidan Gillen', 'Allen Leech', 'Tom Hollander', 'Mike Myers', 'Aaron McCusker', 'Meneka Das', 'Ace Bhatti', 'Priya Blackburn', 'Max Bennett', 'Dermot Murphy', 'Dickie Beau', 'Jack Roth', 'Neil Fox-Roberts', 'Jess Radomska', 'Michelle Duncan', 'Ross Green', 'Bruce Mackinnon', 'Joshua Higgott', 'Pat Lally', 'William Owen', 'Philip Andrew', 'Tim Plester', 'Felipe Bejarano', 'Kieran Hardcastle', 'Show All…', 'Martin Oelbermann', 'Ian Gabriel Dumdum', 'Matt Greenwood', 'Royce Cronin', 'James MacLaren', 'Andrew Bowerman', 'Drew P.', 'Haf Gibson', 'Honor Hellon', 'Rosy Benjamin', 'Leila Crerar', 'Katherine Newman', 'Adam Rauf', 'Peter Howe', 'John Ottman', 'James Wallace', 'Matthew Houston', 'Scott Morrison Watson', 'Devlin Lloyd', 'Stefan Kopiecki', 'Garry Summers', 'Matthew Fredricks', 'Ian Jareth Williamson', 'Adam Lazarus', 'Johanna Thea', 'Adam Lambert']",2.5,3.34,https://letterboxd.com//film/bohemian-rhapsody/
Night Hunter,2018,David Raymond,"['Henry Cavill', 'Ben Kingsley', 'Alexandra Daddario', 'Stanley Tucci', 'Brendan Fletcher', 'Minka Kelly', 'Nathan Fillion', 'Mpho Koaho', 'Emma Tremblay', 'Eliana Jones', 'Daniela Lavender', 'Dylan Penn', 'Cory Wojcik', 'Tom Soares', 'Jason Tremblay', 'Beverly Ndukwu', 'Lauren Cochrane', 'Frank Adamson', 'Will Woyotowich', 'Sara Thompson', 'Graham Ashmore', 'Kristen Harris', 'Chris Sigurdson', 'Erik Athavale', 'Keith Fernandez', 'Tom Anniko', 'Darren Ross', 'Andrew Cecon', 'Tom Keenan', 'Show All…', 'Carlyn Burchell', 'Brodie Sanderson', 'Loraine James', 'Stephanie Sy', 'Luke Milligan']",2,2.53,https://letterboxd.com//film/night-hunter-2018/
Beautiful Boy,2018,Felix van Groeningen,"['Steve Carell', 'Timothée Chalamet', 'Maura Tierney', 'Amy Ryan', 'Christian Convery', 'Oakley Bull', 'Kaitlyn Dever', 'Stefanie Scott', 'Julian Works', 'Jack Dylan Grazer', 'Zachary Rifkin', 'Kue Lawrence', 'Timothy Hutton', 'Amy Forsyth', 'Andre Royo', 'Mandeiya Flory', 'Ricky Low', 'LisaGay Hamilton', 'Carlton Wilborn', 'David Mendenhall']",3.5,3.64,https://letterboxd.com//film/beautiful-boy-2018/
Free Solo,2018,"Elizabeth Chai Vasarhelyi, Jimmy Chin","['Alex Honnold', 'Tommy Caldwell', 'Jimmy Chin', 'Sanni McCandless', 'Mikey Schaefer', 'Cheyne Lempe']",4,3.97,https://letterboxd.com//film/free-solo/
A Star Is Born,2018,Bradley Cooper,"['Bradley Cooper', 'Lady Gaga', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Marlon Williams', 'Brandi Carlile', 'Ron Rifkin', 'Barry Shabaka Henley', 'Michael D. Roberts', 'Michael Harney', 'Rebecca Field', 'Willam Belli', 'Greg Grunberg', 'D.J. ""Shangela"" Pierce', 'Eddie Griffin', 'Drena De Niro', 'Jacob Schick', 'Gabe Fazio', 'Luenell', 'Lukas Nelson', 'Anthony LoGerfo', 'Corey McCormick', 'Logan Metz', 'Tato Melgar', 'Don Roy King', 'Halsey', 'Show All…', 'Alec Baldwin', 'Leandro De Niro Rodriguez']",3.5,3.65,https://letterboxd.com//film/a-star-is-born-2018/
The Ballad of Buster Scruggs,2018,"Joel Coen, Ethan Coen","['Tim Blake Nelson', 'James Franco', 'Zoe Kazan', 'Liam Neeson', 'Tom Waits', 'Tyne Daly', 'Brendan Gleeson', ""Jonjo O'Neill"", 'Saul Rubinek', 'Chelcie Ross', 'Bill Heck', 'Harry Melling', 'Willie Watson', 'E.E. Bell', 'David Krumholtz', 'Tom Proctor', 'Clancy Brown', 'Stephen Root', 'Ralph Ineson', 'Jesse Luken', 'Sam Dillon', 'Grainger Hines', 'Jefferson Mays', 'Ethan Dubin', 'Matthew Willig', 'Paul Rae', 'Tim DeZarn', 'Martin Palmer', 'Danny McCarthy', 'Show All…', 'Billy Lockwood', 'Jackamoe Buzzell', 'J. Nathan Simmons', 'Katy Bodenhamer', 'Jiji Hise', 'Austin Rising', 'Stephen R. Estler', 'Grace LeSueur']",3.5,3.62,https://letterboxd.com//film/the-ballad-of-buster-scruggs/
